SUBJECT	PCA1	PCA2	PCA3	PCA4	PCA5	PCA6	PCA7	PCA8	PCA9	PCA10	PCAETHSPECIFIC	ETH_DESCRIP	PCAETHBROAD
1696	0.0056	0.0124	-0.0283	0.0129	0.0085	-0.0152	-0.0252	-0.0048	0.0034	-0.0155	Southeast Asian	NA	East or Southeast Asian
2745	0.0055	0.0126	-0.0301	0.0172	-5.00E-04	-0.0118	-0.0129	0.0049	-0.0013	-0.0073	Southeast Asian	NA	East or Southeast Asian
4117	0.0051	0.0097	-0.039	0.0197	0.0046	-0.0035	-0.0175	0.0022	0.0069	0.0019	Southeast Asian	NA	East or Southeast Asian
7124	0.0052	0.0106	-0.0324	0.0186	0.007	-0.0017	-0.0115	-0.0062	-0.002	-0.0084	Southeast Asian	NA	East or Southeast Asian
7102	0.0059	0.0123	-0.0332	0.0159	0.0054	-0.0092	-0.0234	-0.0147	-0.0079	0.0041	Southeast Asian	NA	East or Southeast Asian
7963	0.0053	0.0119	-0.0297	0.0153	0.0046	-0.0133	-0.017	0.0031	0.0045	-0.0035	Southeast Asian	NA	East or Southeast Asian
4129	0.0057	0.0109	-0.0319	0.0175	0.0037	-0.0039	-0.0163	0.0064	-0.0036	-3.00E-04	Southeast Asian	NA	East or Southeast Asian
5170	0.0057	0.0172	-0.0029	-0.0148	0.0057	0.0029	0.0223	0.004	-0.0179	-0.0542	Niuean	NA	West Polynesian
8777	0.0053	0.0164	-0.008	-0.0254	0.0167	0.0016	0.0097	0.002	-0.0218	-0.0433	Niuean	NA	West Polynesian
7552	0.0072	0.0179	-0.0038	-0.0255	0.0106	0.0038	0.0183	0.0163	-0.0273	-0.0365	Niuean	NA	West Polynesian
7562	0.0066	0.0173	-0.0091	-0.0218	0.012	0.0019	0.0251	0.0094	-0.0249	-0.0498	Niuean	NA	West Polynesian
6927	0.0057	0.017	-0.0088	-0.025	0.0186	-7.00E-04	0.0188	0.0132	-0.0109	-0.0294	Niuean	NA	West Polynesian
7499	0.0064	0.0177	-0.007	-0.0242	0.0077	-0.0015	0.021	0.0188	-0.0237	-0.048	Niuean	NA	West Polynesian
1047	0.0056	0.016	-0.0119	-0.0307	0.0162	0.0029	0.0135	0.0057	-0.0132	-0.0253	Niuean	NA	West Polynesian
4654	0.0061	0.0166	-0.0079	-0.0305	0.0218	-0.0011	0.0259	0.0107	-0.0361	-0.0552	Niuean	NA	West Polynesian
5741	0.0061	0.0181	-0.0047	-0.0234	0.0116	-0.002	0.0211	0.0131	-0.0205	-0.056	Niuean	NA	West Polynesian
7517	0.0063	0.0164	-0.0101	-0.0279	0.0175	-0.0033	0.019	-0.0031	-0.0226	-0.0546	Niuean	NA	West Polynesian
8642	0.0061	0.0158	-0.0105	-0.0233	0.0206	0.0056	0.018	4.00E-04	-0.0181	-0.0283	Niuean	NA	West Polynesian
6944	0.0059	0.0175	-0.007	-0.0258	0.0034	-0.0015	0.0066	-0.003	-0.0111	-0.0372	Niuean	NA	West Polynesian
5170	0.0057	0.0172	-0.0029	-0.0148	0.0057	0.0029	0.0223	0.004	-0.0179	-0.0542	Niuean	NA	West Polynesian
8638	0.0052	0.0159	-0.0088	-0.0198	0.0121	-0.0038	0.0166	0.0026	-0.01	-0.039	Niuean	NA	West Polynesian
8266	0.0061	0.0167	-0.0066	-0.0225	0.0195	-0.0076	0.0171	0.0099	-0.0148	-0.0551	Niuean	NA	West Polynesian
7285	0.0054	0.0156	-0.0046	-0.018	0.0081	0.0081	0.0232	0.0033	-0.0209	-0.0377	Niuean	NA	West Polynesian
8642	0.0061	0.0158	-0.0105	-0.0233	0.0206	0.0056	0.018	4.00E-04	-0.0181	-0.0283	Niuean	NA	West Polynesian
6537	0.006	0.0181	-0.009	-0.0262	0.0141	-0.0018	0.0135	0.0186	-0.0245	-0.0496	Niuean	NA	West Polynesian
6927	0.0057	0.017	-0.0088	-0.025	0.0186	-7.00E-04	0.0188	0.0132	-0.0109	-0.0294	Niuean	NA	West Polynesian
7269	0.0062	0.018	-0.0092	-0.0155	0.0027	-0.0036	0.0246	0.008	-0.0291	-0.0451	Niuean	NA	West Polynesian
6108	0.0051	0.0097	-0.0283	0.0051	0.0041	-0.0038	-0.0309	0.0027	-0.0129	0.0078	East or Southeast Asian	NA	East or Southeast Asian
6108	0.0051	0.0097	-0.0283	0.0051	0.0041	-0.0038	-0.0309	0.0027	-0.0129	0.0078	East or Southeast Asian	NA	East or Southeast Asian
7591	0.0039	0.01	-0.0256	0.0065	0.006	0.0087	-0.0082	-0.0067	0.0012	0.0081	East or Southeast Asian	NA	East or Southeast Asian
2106	0.0051	0.0104	-0.0244	0.0214	5.00E-04	-0.0057	-0.018	-0.0102	-0.0018	0.0111	East or Southeast Asian	NA	East or Southeast Asian
7161	0.0049	0.0081	-0.0333	0.0244	0.0037	0.0094	0.0114	-0.0059	-0.0012	0.0167	East or Southeast Asian	NA	East or Southeast Asian
7161	0.0049	0.0081	-0.0333	0.0244	0.0037	0.0094	0.0114	-0.0059	-0.0012	0.0167	East or Southeast Asian	NA	East or Southeast Asian
9392	0.0063	0.0105	-0.0406	0.0259	-3.00E-04	-0.0112	-0.018	-0.0032	0.0081	-3.00E-04	East or Southeast Asian	NA	East or Southeast Asian
6108	0.0051	0.0097	-0.0283	0.0051	0.0041	-0.0038	-0.0309	0.0027	-0.0129	0.0078	East or Southeast Asian	NA	East or Southeast Asian
5840	0.0035	0.0054	-0.0279	0.0194	-0.0112	0.0226	-0.0054	0.011	0.0054	0.013	East or Southeast Asian	NA	East or Southeast Asian
5709	0.0062	0.0116	-0.0364	0.0259	4.00E-04	-0.0052	-0.0107	-0.0037	0.0074	-0.0019	East or Southeast Asian	NA	East or Southeast Asian
5709	0.0062	0.0116	-0.0364	0.0259	4.00E-04	-0.0052	-0.0107	-0.0037	0.0074	-0.0019	East or Southeast Asian	NA	East or Southeast Asian
8403	0.0054	0.0111	-0.0294	0.0086	0.0076	-0.0021	-0.0095	-0.0066	0.0041	-0.0039	East or Southeast Asian	NA	East or Southeast Asian
9183	5.00E-04	0.0024	-0.0231	0.0169	-0.0013	-0.0106	-0.0046	0.0057	-0.0139	0.0027	East or Southeast Asian	NA	East or Southeast Asian
8403	0.0054	0.0111	-0.0294	0.0086	0.0076	-0.0021	-0.0095	-0.0066	0.0041	-0.0039	East or Southeast Asian	NA	East or Southeast Asian
2738	0.0024	0.0058	-0.0238	0.0134	0.003	-0.0126	-0.015	-0.0014	-0.0093	-0.0193	East or Southeast Asian	NA	East or Southeast Asian
2926	0.003	0.0074	-0.0239	0.0104	0.0074	-0.0062	-0.0243	-0.0021	-0.006	-0.0062	East or Southeast Asian	NA	East or Southeast Asian
2738	0.0024	0.0058	-0.0238	0.0134	0.003	-0.0126	-0.015	-0.0014	-0.0093	-0.0193	East or Southeast Asian	NA	East or Southeast Asian
6108	0.0051	0.0097	-0.0283	0.0051	0.0041	-0.0038	-0.0309	0.0027	-0.0129	0.0078	East or Southeast Asian	NA	East or Southeast Asian
6108	0.0051	0.0097	-0.0283	0.0051	0.0041	-0.0038	-0.0309	0.0027	-0.0129	0.0078	East or Southeast Asian	NA	East or Southeast Asian
7591	0.0039	0.01	-0.0256	0.0065	0.006	0.0087	-0.0082	-0.0067	0.0012	0.0081	East or Southeast Asian	NA	East or Southeast Asian
9880	0.0066	0.0127	-0.014	-0.0116	0.006	0.0185	0.0071	-0.0061	0.0182	0.0028	Melanesian	NA	West Polynesian
9928	0.007	0.0076	-0.0061	-0.015	0.0103	0.0233	0.0042	-0.045	-0.0132	-0.0126	Melanesian	NA	West Polynesian
9889	0.0058	0.0133	-0.0115	-0.0146	0.0158	0.0265	0.008	-0.0113	0.0079	0.0106	Melanesian	NA	West Polynesian
9904	0.0065	0.0104	-0.0069	-0.0108	-0.0013	0.0301	-0.0016	0.0093	0.0069	-0.0026	Melanesian	NA	West Polynesian
9941	0.0087	0.0067	-0.0057	-0.0135	0.0103	0.0209	0.0158	-0.0692	-0.005	-0.0128	Melanesian	NA	West Polynesian
4743	0.0077	0.0128	-0.011	-0.0214	-0.001	0.039	0.008	0.0068	0.0161	0.0155	Melanesian	NA	West Polynesian
9941	0.0087	0.0067	-0.0057	-0.0135	0.0103	0.0209	0.0158	-0.0692	-0.005	-0.0128	Melanesian	NA	West Polynesian
9889	0.0058	0.0133	-0.0115	-0.0146	0.0158	0.0265	0.008	-0.0113	0.0079	0.0106	Melanesian	NA	West Polynesian
6568	0.0057	0.0115	-0.008	-0.018	0.0026	0.0209	0.0101	-0.0086	-0.0014	0.0075	Melanesian	NA	West Polynesian
6553	0.0071	0.0143	-0.008	-0.0201	0.0096	0.0294	0.0107	0.0093	0.01	0.0246	Melanesian	NA	West Polynesian
4750	0.0069	0.0111	-0.0079	-0.0176	0.0098	0.0358	0.0154	-0.0146	0.0236	0.0026	Melanesian	NA	West Polynesian
8330	0.0054	0.0099	-0.0094	-0.0218	0.0023	0.0362	-0.0011	-0.0014	0.0053	4.00E-04	Melanesian	NA	West Polynesian
9893	0.005	0.0092	-0.0098	-0.0112	0.0076	0.0348	0.0084	2.00E-04	4.00E-04	0.0011	Melanesian	NA	West Polynesian
9928	0.007	0.0076	-0.0061	-0.015	0.0103	0.0233	0.0042	-0.045	-0.0132	-0.0126	Melanesian	NA	West Polynesian
4743	0.0077	0.0128	-0.011	-0.0214	-0.001	0.039	0.008	0.0068	0.0161	0.0155	Melanesian	NA	West Polynesian
6109	0.0014	9.00E-04	-0.0054	-0.0115	9.00E-04	0.0204	0.0153	-0.0019	0.0079	0.0148	Melanesian	NA	West Polynesian
8330	0.0054	0.0099	-0.0094	-0.0218	0.0023	0.0362	-0.0011	-0.0014	0.0053	4.00E-04	Melanesian	NA	West Polynesian
9889	0.0058	0.0133	-0.0115	-0.0146	0.0158	0.0265	0.008	-0.0113	0.0079	0.0106	Melanesian	NA	West Polynesian
6109	0.0014	9.00E-04	-0.0054	-0.0115	9.00E-04	0.0204	0.0153	-0.0019	0.0079	0.0148	Melanesian	NA	West Polynesian
9860	0.0073	0.0114	-0.0041	-0.0245	0.0073	0.0353	0.0138	0.0124	0.0244	0.0114	Melanesian	NA	West Polynesian
7906	0.0055	0.0178	1.00E-04	-0.0197	-0.063	0.0013	-0.0023	0.003	0.01	-0.0045	Pukapukan	NA	West Polynesian
5424	0.0047	0.0165	-0.0016	-0.0209	-0.0817	-0.0067	0.004	-0.0132	-0.0085	0.0026	Pukapukan	NA	West Polynesian
5091	0.004	0.015	-0.005	-0.0249	-0.0865	-0.0069	0.0032	-0.0072	-5.00E-04	8.00E-04	Pukapukan	NA	West Polynesian
5336	0.004	0.0138	-0.0055	-0.0196	-0.0921	-0.0095	0.0053	-0.0103	0.0143	-9.00E-04	Pukapukan	NA	West Polynesian
7908	0.0054	0.0175	0.0025	-0.0022	-0.0386	-0.0042	0.0096	-0.0084	0.002	4.00E-04	Pukapukan	NA	West Polynesian
5337	0.0043	0.0156	0.0016	-0.0127	-0.0671	-0.0033	0.0057	-0.0109	0.0019	-0.005	Pukapukan	NA	West Polynesian
8374	0.0052	0.0173	0.0017	-0.0167	-0.0736	-0.0117	0.0078	0.003	-4.00E-04	-0.004	Pukapukan	NA	West Polynesian
5340	0.002	0.0108	-0.0025	-0.0086	-0.0543	0.001	0.0058	-0.0107	0.0133	5.00E-04	Pukapukan	NA	West Polynesian
7906	0.0055	0.0178	1.00E-04	-0.0197	-0.063	0.0013	-0.0023	0.003	0.01	-0.0045	Pukapukan	NA	West Polynesian
5317	0.0049	0.0175	-0.0046	-0.0242	-0.0717	-0.0029	-9.00E-04	1.00E-04	0.0079	-0.0062	Pukapukan	NA	West Polynesian
5451	0.0061	0.018	2.00E-04	-0.0188	-0.0818	4.00E-04	-0.0094	0.0119	-0.0055	-0.004	Pukapukan	NA	West Polynesian
5317	0.0049	0.0175	-0.0046	-0.0242	-0.0717	-0.0029	-9.00E-04	1.00E-04	0.0079	-0.0062	Pukapukan	NA	West Polynesian
7107	0.0058	0.0174	-0.0061	-0.0284	-0.1036	-0.0071	0.0086	-0.0057	-0.0022	-0.0034	Pukapukan	NA	West Polynesian
5264	0.0048	0.0171	0.0052	-0.0055	-0.0468	-0.0015	0.0036	0.0018	-0.0068	-0.0072	Pukapukan	NA	West Polynesian
5360	0.0047	0.0179	-0.0068	-0.0192	-0.0938	-0.0119	-0.0115	0.0037	-0.001	-0.003	Pukapukan	NA	West Polynesian
5347	0.0046	0.0162	-0.0073	-0.0227	-0.087	-0.0071	-0.0045	-0.0045	3.00E-04	-0.0096	Pukapukan	NA	West Polynesian
5744	0.0052	0.0171	0.0013	-0.0094	-0.0442	-0.011	-5.00E-04	-0.0038	0.0089	-0.0021	Pukapukan	NA	West Polynesian
5558	0.0055	0.0173	-0.0042	-0.0346	-0.0969	-0.0061	-0.0026	-0.0037	-0.0015	-0.005	Pukapukan	NA	West Polynesian
7906	0.0055	0.0178	1.00E-04	-0.0197	-0.063	0.0013	-0.0023	0.003	0.01	-0.0045	Pukapukan	NA	West Polynesian
5233	0.0059	0.0177	0.0088	-0.0051	-0.0442	-0.0025	-0.0016	-6.00E-04	0.0119	-0.0059	Pukapukan	NA	West Polynesian
